,Product,rentabilite,regions,Prix,Lien
684,                                 Immeuble de rapport 200m2                             ," 7,55 ",                             Carhaix-Plouguer (Bretagne) ,265.000,https://www.labonnepierre.com/fr/immeuble/ndf/99852-immeuble-de-rapport-200m2.html
685,                                 Charmante maison comprenant 3 appartement...                             ," 7,55 ",                             Kappelkinger (Lorraine) ,206.700,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97093-charmante-maison-comprenant-3-appartements.html
686,                                 Spacieux appartement T3 duplex                             ," 7,55 ",                             cayenne (Guyane) ,190.800,https://www.labonnepierre.com/fr/appartement/nord-ouest/113238-spacieux-appartement-t3-duplex.html
687,"                                 Vinça, pour investisseur ou particulier,                             "," 7,55 ",                             vinca (Languedoc-roussillon) ,159.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118230-vinca-pour-investisseur-ou-particulier.html
688,                                 AUBENTON Bel ensemble de 2 maisons                             ," 7,55 ",                             Aubenton (Picardie) ,79.500,https://www.labonnepierre.com/fr/maison/nord-ouest/122177-aubenton-bel-ensemble-de-2-maisons.html
689,                                 Marzargues Morgiou T2                             ," 7,54 ",                             Marseille 9eme arrondissement (Provence-alpes-cote d'azur) ,117.700,https://www.labonnepierre.com/fr/appartement/nord-ouest/102848-marzargues-morgiou-t2.html
690,                                 Vente local commercial loué ST MALO                             ," 7,54 ",                             ST MALO (Bretagne) ,103.880,https://www.labonnepierre.com/fr/local-commercial/ndf/117871-vente-local-commercial-loue-st-malo.html
691,                                 Quartier des Cras à Besançon                             ," 7,54 ",                             Besançon (Franche-comte) ,70.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/112268-quartier-des-cras-a-besancon.html
692,                                 Appartement loué de 3 pièces                             ," 7,52 ",                             Sarralbe (Lorraine) ,67.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/78754-appartement-loue-de-3-pieces.html
693,"                                 Proche du centre ville, Bel appartement                             "," 7,52 ",                             Tarare (Rhone-alpes) ,79.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/87506-proche-du-centre-ville-bel-appartement.html
694,                                 LOCAL COMMERCIAL + APPARTEMENTS                             ," 7,51 ",                             MARGUERITTES (Languedoc-roussillon) ,570.000,https://www.labonnepierre.com/fr/immeuble/ndf/106712-local-commercial-appartements.html
695,"                                 En exclusivité, immeuble de rapport                             "," 7,51 ",                             Amiens (Picardie) ,239.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122622-en-exclusivite-immeuble-de-rapport.html
696,                                 local commercial loue                             ," 7,50 ",                             YAINVILLE (Haute-normandie) ,960.000,https://www.labonnepierre.com/fr/local-commercial/ndf/99290-local-commercial-loue.html
697,"                                 Immeuble de rapport, 5 MIN de la gare et...                             "," 7,50 ",                             TARARE (Rhone-alpes) ,288.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97127-immeuble-de-rapport-5-min-de-la-gare-et-a89.html
698,                                 Investissement LMNP en résidence EHPAD                             ," 7,50 ",                             Aubagne (Provence-alpes-cote d'azur) ,113.600,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/80338-investissement-lmnp-en-residence-ehpad.html
699,"                                 Jolie maison de village ,commerces                             "," 7,50 ",                             rieux minervois (Languedoc-roussillon) ,80.000,https://www.labonnepierre.com/fr/maison/nord-ouest/115767-jolie-maison-de-village-commerces.html
700,                                 Appartement F2 bis rénové                             ," 7,50 ",                             luneville (Lorraine) ,64.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120222-appartement-f2-bis-renove.html
701,                                 Maison dans village toutes commodités                             ," 7,50 ",                             moux (Languedoc-roussillon) ,64.000,https://www.labonnepierre.com/fr/maison/nord-ouest/108714-maison-dans-village-toutes-commodites.html
702,                                 Investissement LMNP en résidence EHPAD                             ," 7,50 ",                             Aubagne (Provence-alpes-cote d'azur) ,115.383,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/98257-investissement-lmnp-en-residence-ehpad.html
703,                                 Investissement LMNP en résidence EHPAD                             ," 7,50 ",                             Bourg-lès-Valence (Rhone-alpes) ,123.709,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/108497-investissement-lmnp-en-residence-ehpad.html
704,                                 CENTRE VILLE IMMEUBLE DE RAPPORT                             ," 7,50 ",                             narbonne (Languedoc-roussillon) ,157.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117517-centre-ville-immeuble-de-rapport.html
705,                                 IMMEUBLE Centre Ville le HAVRE                             ," 7,50 ",                             LE HAVRE (Haute-normandie) ,894.000,https://www.labonnepierre.com/fr/immeuble/ndf/85905-immeuble-centre-ville-le-havre.html
706,                                 Investissement LMNP en résidence de touri...                             ," 7,49 ",                             Saumur (Pays de la loire) ,53.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/86459-investissement-lmnp-en-residence-de-tourisme.html
707,"                                 Beau T3 Bien placé, rue calme et peu pass...                             "," 7,49 ",                             Brest (Bretagne) ,88.100,https://www.labonnepierre.com/fr/appartement/nord-ouest/99291-beau-t3-bien-place-rue-calme-et-peu-passante.html
708,                                 Investissement LMNP en résidence EHPAD                             ," 7,49 ",                             Bourg-lès-Valence (Rhone-alpes) ,123.709,https://www.labonnepierre.com/fr/r%C3%A9sidence-s%C3%A9nior/nord-ouest/103985-investissement-lmnp-en-residence-ehpad.html
709,                                 Investissement LMNP en résidence de touri...                             ," 7,49 ",                             Auvers-Saint-Georges (Ile-de-france) ,59.307,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/111384-investissement-lmnp-en-residence-de-tourisme.html
710,                                 Investissement LMNP en résidence de touri...                             ," 7,49 ",                             Auvers-Saint-Georges (Ile-de-france) ,59.307,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/112297-investissement-lmnp-en-residence-de-tourisme.html
711,                                 En exclusivité secteur Faubourg Tarragnoz                             ," 7,47 ",                             besancon (Franche-comte) ,59.400,https://www.labonnepierre.com/fr/appartement/nord-ouest/122331-en-exclusivite-secteur-faubourg-tarragnoz.html
712,"                                 Avec toutes les commodités à pied, T2                             "," 7,47 ",                             Aire-sur-l'Adour (Aquitaine) ,50.600,https://www.labonnepierre.com/fr/appartement/nord-ouest/117707-avec-toutes-les-commodites-a-pied-t2.html
713,                                 Idéalement situé à 10 minutes                             ," 7,46 ",                             VITRY SUR SEINE (Ile-de-france) ,780.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/120352-idealement-situe-a-10-minutes.html
714,                                 Immeuble de rapport                             ," 7,46 ",                             Tourcoing (Nord-pas-de-calais) ,222.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/110653-immeuble-de-rapport.html
715,                                 T3 dans petit collectif                             ," 7,46 ",                             LANESTER (Bretagne) ,71.430,https://www.labonnepierre.com/fr/appartement/ndf/115152-t3-dans-petit-collectif.html
716,                                 Situé dans une petite copropriété                             ," 7,46 ",                             Brive-la-Gaillarde (Limousin) ,86.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/120393-situe-dans-une-petite-copropriete.html
717,                                 CUERS CENTRE Appartement T3                             ," 7,45 ",                             cuers (Provence-alpes-cote d'azur) ,95.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117767-cuers-centre-appartement-t3.html
718,                                 Immeuble composé de 3 lots partiellement...                             ," 7,45 ",                             Nîmes (Languedoc-roussillon) ,290.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97124-immeuble-compose-de-3-lots-partiellement-loue.html
719,                                 SALON DE COIFFURE                             ," 7,45 ",                             caen (Basse-normandie) ,145.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/118401-salon-de-coiffure.html
720,                                 beau studio                             ," 7,44 ",                             toulouse (Midi-pyrenees) ,71.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118368-beau-studio.html
721,"                                 Centre village, petit immeuble de rapport                             "," 7,43 ",                             cuers (Provence-alpes-cote d'azur) ,210.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/101210-centre-village-petit-immeuble-de-rapport.html
722,                                 Immeuble de rapport                             ," 7,43 ",                             Montlucon (Auvergne) ,640.000,https://www.labonnepierre.com/fr/immeuble/ndf/115896-immeuble-de-rapport.html
723,"                                 En plein centre ville de Lunéville,                             "," 7,42 ",                             luneville (Lorraine) ,520.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/118220-en-plein-centre-ville-de-luneville.html
724,                                 Très bel immeuble                             ," 7,42 ",                             Béziers (Languedoc-roussillon) ,1.100.000,https://www.labonnepierre.com/fr/immeuble/ndf/122775-tres-bel-immeuble.html
725,                                 Immeuble en pierre de 2 appartements réno...                             ," 7,40 ",                             Montbozon (Franche-comte) ,150.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/86182-immeuble-en-pierre-de-2-appartements-renoves.html
726,                                 Maison de village avec commodités                             ," 7,40 ",                             canet (Languedoc-roussillon) ,60.000,https://www.labonnepierre.com/fr/maison/nord-ouest/104053-maison-de-village-avec-commodites.html
727,                                 En exclusivité à 5 km de Bray                             ," 7,39 ",                             Bray-sur-Somme (Picardie) ,198.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122322-en-exclusivite-a-5-km-de-bray.html
728,                                 Immeuble pierre situé au coeur de Blaye                             ," 7,39 ",                             Blaye (Aquitaine) ,89.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/109477-immeuble-pierre-situe-au-coeur-de-blaye.html
729,                                 Immeuble de rapport                             ," 7,39 ",                             Besançon (Franche-comte) ,498.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117843-immeuble-de-rapport.html
730,"                                 Idéal investisseur, grand studio                             "," 7,38 ",                             Toulon (Provence-alpes-cote d'azur) ,65.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/101220-ideal-investisseur-grand-studio.html
731,"                                 Quartier MONTJOUX, T1 dans petite copropr...                             "," 7,38 ",                             Besançon (Franche-comte) ,65.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/83564-quartier-montjoux-t1-dans-petite-copropriete.html
732,"                                 En centre-ville, Ensemble immobilier                             "," 7,37 ",                             Montereau Fault Yonne (Ile-de-france) ,176.550,https://www.labonnepierre.com/fr/immeuble/nord-ouest/101149-en-centre-ville-ensemble-immobilier.html
733,                                 LOT DE TROIS APPARTEMENTS LOUES                             ," 7,37 ",                             Solgne (Lorraine) ,263.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/99180-lot-de-trois-appartements-loues.html
734,                                 T1 secteur Faubourg Tarragnoz/ centre-vil...                             ," 7,36 ",                             besancon (Franche-comte) ,44.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117785-t1-secteur-faubourg-tarragnoz-centre-ville.html
735,"                                 10 minutes de Morteau, immeuble locatif                             "," 7,35 ",                             Morteau (Franche-comte) ,235.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/113471-10-minutes-de-morteau-immeuble-locatif.html
736,                                 Bâtiment commercial                             ," 7,35 ",                             Cugnaux (Midi-pyrenees) ,2.100.000,https://www.labonnepierre.com/fr/immeuble/ndf/100975-batiment-commercial.html
737,"                                 Dans résidence sécurisée, appartement T2                             "," 7,35 ",                             Saint-Martin-Lacaussade (Aquitaine) ,65.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/109024-dans-residence-securisee-appartement-t2.html
738,                                 Local d'activité 105 m² - YVETOT (76)                             ," 7,33 ",                             SAINTE MARIE DES CHAMPS (Haute-normandie) ,90.000,https://www.labonnepierre.com/fr/entrep%C3%B4t/ndf/100205-local-d-activite-105-m-yvetot-76.html
739,                                 Vente d'un immeuble                             ," 7,33 ",                             Sénas (Provence-alpes-cote d'azur) ,209.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/112273-vente-d-un-immeuble.html
740,"                                 Bien placé, dans une rue calme T3                             "," 7,33 ",                             Brest (Bretagne) ,90.100,https://www.labonnepierre.com/fr/appartement/nord-ouest/94718-bien-place-dans-une-rue-calme-t3.html
741,                                 Dans une résidence sécurisée                             ," 7,32 ",                             forcalqueiret (Provence-alpes-cote d'azur) ,90.000,https://www.labonnepierre.com/fr/maison/nord-ouest/121849-dans-une-residence-securisee.html
742,                                 T2 parfaitement meublé                             ," 7,32 ",                             Cabriès (Provence-alpes-cote d'azur) ,75.424,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/108623-t2-parfaitement-meuble.html
743,"                                 Proximité FEURS, Immeuble de rapport                             "," 7,32 ",                             Feurs (Rhone-alpes) ,380.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111133-proximite-feurs-immeuble-de-rapport.html
744,"                                 Hyper centre ville, apt T2                             "," 7,31 ",                             LE HAVRE (Haute-normandie) ,86.000,https://www.labonnepierre.com/fr/appartement/ndf/72255-hyper-centre-ville-apt-t2.html
745,                                 Murs loués par bail professionnel                             ," 7,30 ",                             ANTRAIN (Bretagne) ,65.720,https://www.labonnepierre.com/fr/local-commercial/ndf/96163-murs-loues-par-bail-professionnel.html
746,                                 PROCHE GARE Immeuble de rapport bon état                             ," 7,30 ",                             romans sur isere (Rhone-alpes) ,212.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111388-proche-gare-immeuble-de-rapport-bon-etat.html
747,                                 PROXIMITE IMMEDIATE DE LA FACTULTE                             ," 7,30 ",                             clermont ferrand (Auvergne) ,50.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/119495-proximite-immediate-de-la-factulte.html
748,                                 Joli appartement T3 au coeur de Lunéville                             ," 7,29 ",                             Lunéville (Lorraine) ,68.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/80925-joli-appartement-t3-au-coeur-de-luneville.html
749,                                 Bel immeuble 23 studios loués+terrain constructible...                             ," 7,29 ",                             FAMARS (Nord-pas-de-calais) ,1.550.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111401-bel-immeuble-23-studios-loues-terrain-constructible-2500-m2.html
750,"                                 Rive droite, Appartement T2                             "," 7,28 ",                             Caen (Basse-normandie) ,89.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121454-rive-droite-appartement-t2.html
751,"                                 T1 bien situé, Futur tramway grand paris                             "," 7,28 ",                             Bondy (Ile-de-france) ,94.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/83677-t1-bien-situe-futur-tramway-grand-paris.html
752,                                 Envie de s'assurer un revenu complémentai...                             ," 7,26 ",                             Cluny (Bourgogne) ,81.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/123635-envie-de-s-assurer-un-revenu-complementaire.html
753,"                                 Dans la vieille ville de Metz, immeuble de...                             "," 7,26 ",                             Metz (Lorraine) ,169.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/99058-dans-la-vieille-ville-de-metz-immeuble-de-2-logements.html
754,                                 T4 bien situé très proche du cœur de la v...                             ," 7,25 ",                             Annonay (Rhone-alpes) ,69.525,https://www.labonnepierre.com/fr/appartement/nord-ouest/84902-t4-bien-situe-tres-proche-du-coeur-de-la-ville.html
755,                                 Maison 3 pièces                             ," 7,25 ",                             Saint-Georges-d'Oléron (Poitou-charentes) ,86.753,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/111919-maison-3-pieces.html
756,                                 Appartement T1 bis                             ," 7,24 ",                             Agen (Aquitaine) ,58.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/98661-appartement-t1-bis.html
757,                                 Dans un belle résidence récente                             ," 7,24 ",                             malemort sur correze (Limousin) ,63.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/77869-dans-un-belle-residence-recente.html
758,                                 Immeuble de rapport                             ," 7,23 ",                             Soissons (Picardie) ,273.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97113-immeuble-de-rapport.html
759,                                 Résidence avec services para-hôteliers                             ," 7,23 ",                             Andilly (Ile-de-france) ,42.818,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/119499-residence-avec-services-para-hoteliers.html
760,                                 T2                             ," 7,22 ",                             Salon-de-Provence (Provence-alpes-cote d'azur) ,98.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/119538-t2.html
761,                                 Appartement en très bon état                             ," 7,22 ",                             le pontet (Provence-alpes-cote d'azur) ,99.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/77383-appartement-en-tres-bon-etat.html
762,                                 CENTRE VILLE Immeuble de rapport                             ," 7,22 ",                             l aigle (Basse-normandie) ,450.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/112837-centre-ville-immeuble-de-rapport.html
763,                                 bien meublé & équipé.                             ," 7,22 ",                             Marseille 8eme Arrondissement (Provence-alpes-cote d'azur) ,48.214,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/100836-bien-meuble-equipe.html
764,                                 IMMEUBLE RUE DE FRANCE NICE                             ," 7,22 ",                             Nice (Provence-alpes-cote d'azur) ,1.500.000,https://www.labonnepierre.com/fr/immeuble/ndf/116302-immeuble-rue-de-france-nice.html
765,                                 Grand T1 de 30m2 avec mezzanine.                             ," 7,21 ",                             beaumes de venise (Provence-alpes-cote d'azur) ,64.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/84104-grand-t1-de-30m2-avec-mezzanine.html
766,                                 APPARTEMENT 2 CHAMBRES LOUÉ                             ," 7,21 ",                             La Roche-sur-Yon (Pays de la loire) ,119.900,https://www.labonnepierre.com/fr/appartement/nord-ouest/86884-appartement-2-chambres-loue.html
767,                                 RARE ! IMMEUBLE DE RAPPORT REIMS 10 MN DE...                             ," 7,20 ",                             REIMS (Champagne-ardenne) ,380.000,https://www.labonnepierre.com/fr/immeuble/ndf/123286-rare-immeuble-de-rapport-reims-10-mn-de-l-hypercentre.html
768,                                 Proche des écoles et commerces - petite m...                             ," 7,20 ",                             Coulogne (Nord-pas-de-calais) ,75.000,https://www.labonnepierre.com/fr/maison/nord-ouest/123074-proche-des-ecoles-et-commerces-petite-maison.html
769,                                 T1 dans une résidence et un quartier en d...                             ," 7,20 ",                             aix en provence (Provence-alpes-cote d'azur) ,75.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/83909-t1-dans-une-residence-et-un-quartier-en-devenir.html
770,                                 Immeuble de rapport                             ," 7,20 ",                             Soissons (Picardie) ,299.250,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97114-immeuble-de-rapport.html
771,                                 Locaux d'activités (91) Bonne rentabilité                             ," 7,18 ",                             Villebon-sur-Yvette (Ile-de-france) ,1.100.000,https://www.labonnepierre.com/fr/appartement/ndf/123262-locaux-d-activites-91-bonne-rentabilite.html
772,                                 Appartement T2                             ," 7,16 ",                             Pau (Aquitaine) ,67.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/84183-appartement-t2.html
773,                                 Idéal investisseur ou premier                             ," 7,15 ",                             le boulou (Languedoc-roussillon) ,198.000,https://www.labonnepierre.com/fr/maison/nord-ouest/121242-ideal-investisseur-ou-premier.html
774,                                 T2 meublé                             ," 7,15 ",                             Puget-sur-Argens (Provence-alpes-cote d'azur) ,99.000,https://www.labonnepierre.com/fr/appartement/ndf/97858-t2-meuble.html
775,"                                 Proche centre, Immeuble : local commercial...                             "," 7,14 ",                             FOIX (Midi-pyrenees) ,294.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/79608-proche-centre-immeuble-local-commercial-loue-et-appartement-cossu.html
776,                                 Investissement LMNP en résidence tourisme                             ," 7,14 ",                             Blagnac (Midi-pyrenees) ,63.000,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/92910-investissement-lmnp-en-residence-tourisme.html
777,                                 4 maisons                             ," 7,14 ",                             Vernouillet (Centre) ,279.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122518-4-maisons.html
778,                                 Immeuble de rapport                             ," 7,13 ",                             Saint Gaudens (Midi-pyrenees) ,455.940,https://www.labonnepierre.com/fr/immeuble/ndf/100662-immeuble-de-rapport.html
779,                                 Proche du centre ville immeuble                             ," 7,13 ",                             le havre (Haute-normandie) ,223.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122950-proche-du-centre-ville-immeuble.html
780,                                 Bien situé sur valenciennes partiellement...                             ," 7,13 ",                             VALENCIENNES (Nord-pas-de-calais) ,101.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/116749-bien-situe-sur-valenciennes-partiellement-loue.html
781,"                                 A MONTPELLIER, premier achat ou investiss...                             "," 7,12 ",                             MONTPELLIER (Languedoc-roussillon) ,150.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/123456-a-montpellier-premier-achat-ou-investissement.html
782,"                                 A MONTPELLIER, premier achat ou investiss...                             "," 7,12 ",                             MONTPELLIER (Languedoc-roussillon) ,150.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122053-a-montpellier-premier-achat-ou-investissement.html
783,"                                 Au coeur du centre-ville, T3 lumineux,                             "," 7,12 ",                             Soissons (Picardie) ,92.700,https://www.labonnepierre.com/fr/appartement/nord-ouest/83912-au-coeur-du-centre-ville-t3-lumineux.html
784,                                 Grand T1 de 35 m² avec balcon                             ," 7,12 ",                             Strasbourg (Alsace) ,74.200,https://www.labonnepierre.com/fr/appartement/nord-ouest/100476-grand-t1-de-35-m-avec-balcon.html
785,"                                 CENTRE VILLE DE PROVINS,                             "," 7,11 ",                             Provins (Ile-de-france) ,76.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122404-centre-ville-de-provins.html
786,"                                 CENTRE VILLE DE PROVINS,                             "," 7,11 ",                             Provins (Ile-de-france) ,76.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121680-centre-ville-de-provins.html
787,                                 F4 vendu loué/colloc possible                             ," 7,11 ",                             Le Havre (Haute-normandie) ,76.000,https://www.labonnepierre.com/fr/appartement/ndf/101062-f4-vendu-loue-colloc-possible.html
788,"                                 Opportunité d’investissement, Immeuble de...                             "," 7,10 ",                             Annemasse (Rhone-alpes) ,1.279.200,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122342-opportunite-d-investissement-immeuble-de-rapport.html
789,                                 A St Maximin la Ste Baume                             ," 7,10 ",                             SAINT MAXIMIN LA SAINTE BAUME (Provence-alpes-cote d'azur) ,133.500,https://www.labonnepierre.com/fr/maison/nord-ouest/120452-a-st-maximin-la-ste-baume.html
790,"                                 Maison ancienne rénovée,                             "," 7,10 ",                             Villers-Cotterêts (Picardie) ,93.000,https://www.labonnepierre.com/fr/maison/nord-ouest/108286-maison-ancienne-renovee.html
791,                                 T1 résidence récente et sécurisée avec piscine...                             ," 7,09 ",                             tonnay charente (Poitou-charentes) ,88.650,https://www.labonnepierre.com/fr/appartement/nord-ouest/112289-t1-residence-recente-et-securisee-avec-piscine-collective.html
792,                                 T1 Idéalement situé pour les étudiants                             ," 7,09 ",                             Vandoeuvre les nancy (Lorraine) ,65.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/82306-t1-idealement-situe-pour-les-etudiants.html
793,                                 STUDETTE exclusivite                             ," 7,08 ",                             Caen (Basse-normandie) ,50.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121455-studette-exclusivite.html
794,"                                 TARBES, Dans résidence, garage                             "," 7,08 ",                             tarbes (Midi-pyrenees) ,10.000,https://www.labonnepierre.com/fr/parking---garage/nord-ouest/106266-tarbes-dans-residence-garage.html
795,                                 Immeuble en centre-ville                             ," 7,07 ",                             hagetmau (Aquitaine) ,243.800,https://www.labonnepierre.com/fr/immeuble/nord-ouest/112206-immeuble-en-centre-ville.html
796,                                 Immeuble - 350 m²                             ," 7,06 ",                             Gajac (Aquitaine) ,353.500,https://www.labonnepierre.com/fr/immeuble/ndf/122938-immeuble-350-m.html
797,                                 Appartement A deux pas de la Gare Routièr...                             ," 7,06 ",                             menton (Provence-alpes-cote d'azur) ,100.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/103578-appartement-a-deux-pas-de-la-gare-routiere.html
798,                                 Local d'activité 200 m² - TOURS (37)                             ," 7,05 ",                             LA VILLE AUX DAMES (Centre) ,204.250,https://www.labonnepierre.com/fr/entrep%C3%B4t/ndf/100204-local-d-activite-200-m-tours-37.html
799,"                                 En plein centre-viller, meulière, assurance...                             "," 7,04 ",                             La Ferté-Gaucher (Ile-de-france) ,141.500,https://www.labonnepierre.com/fr/maison/nord-ouest/82840-en-plein-centre-viller-meuliere-assurance-loyer-impaye.html
800,                                 Maison individuelle                             ," 7,02 ",                             remiremont (Lorraine) ,123.000,https://www.labonnepierre.com/fr/maison/nord-ouest/103142-maison-individuelle.html
801,                                 Ideal investisseur appartement                             ," 7,02 ",                             vendome (Centre) ,73.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122748-ideal-investisseur-appartement.html
802,                                 T2 PROCHE GARE.                             ," 7,02 ",                             La Roche-sur-Yon (Pays de la loire) ,68.400,https://www.labonnepierre.com/fr/appartement/nord-ouest/85148-t2-proche-gare.html
803,                                 A proximité immédiate du centre-ville T3                             ," 7,01 ",                             Saint-Chamond (Rhone-alpes) ,77.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117425-a-proximite-immediate-du-centre-ville-t3.html
804,                                 Appartement de trois pièces avec un joli jardinet...                             ," 7,01 ",                             Le Luc (Provence-alpes-cote d'azur) ,148.880,https://www.labonnepierre.com/fr/appartement/nord-ouest/122873-appartement-de-trois-pieces-avec-un-joli-jardinet-et-un-garage.html
805,                                 joli T2 résidence moderne                             ," 7,01 ",                             Aire-sur-l'Adour (Aquitaine) ,68.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/87570-joli-t2-residence-moderne.html
806,"                                 Mulhouse Dornach, immeuble individuel                             "," 7,01 ",                             mulhouse (Alsace) ,185.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/106764-mulhouse-dornach-immeuble-individuel.html
807,                                 Investissement LMNP en résidence affaire                             ," 7,00 ",                             Sautron (Pays de la loire) ,75.930,https://www.labonnepierre.com/fr/r%C3%A9sidence-service/nord-ouest/87562-investissement-lmnp-en-residence-affaire.html
808,                                 A saisir ! Spécial Investisseur                             ," 7,00 ",                             mont st martin (Lorraine) ,471.600,https://www.labonnepierre.com/fr/immeuble/nord-ouest/120498-a-saisir-special-investisseur.html
809,                                 SPÉCIAL INVESTISSEUR RÉSIDENCE DE TOURISM...                             ," 7,00 ",                             Chamouille (Picardie) ,96.894,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/116157-special-investisseur-residence-de-tourisme.html
810,                                 PRODUIT INVESTISSEUR LMNP                             ," 6,99 ",                             Saint-Malo (Bretagne) ,55.600,https://www.labonnepierre.com/fr/r%C3%A9sidence-tourisme/nord-ouest/117810-produit-investisseur-lmnp.html
811,"                                 Rare sur le secteur du Mée bord de seine,...                             "," 6,99 ",                             Le Mée-sur-Seine (Ile-de-france) ,404.250,https://www.labonnepierre.com/fr/immeuble/nord-ouest/120505-rare-sur-le-secteur-du-mee-bord-de-seine-immeuble.html
812,                                 10 min de L'Aigle Pavillon de 90 m2 hab.                             ," 6,99 ",                             aube (Basse-normandie) ,102.000,https://www.labonnepierre.com/fr/maison/nord-ouest/102481-10-min-de-l-aigle-pavillon-de-90-m2-hab.html
813,                                 Planche Epinoy. Appartement T2 Bis                             ," 6,98 ",                             Croix (Nord-pas-de-calais) ,128.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/108012-planche-epinoy-appartement-t2-bis.html
814,                                 Belle petite maison de village                             ," 6,98 ",                             La Bastide-des-Jourdans (Provence-alpes-cote d'azur) ,82.500,https://www.labonnepierre.com/fr/maison/nord-ouest/99125-belle-petite-maison-de-village.html
