,Product,rentabilite,regions,Prix,Lien
0,                                 Bar + Appartement                             ," 25,71 ",                             nancy (Lorraine) ,38.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/111686-bar-appartement.html
1,                                 MAGNIFIQUE IMMEUBLE DE RAPPORT!                             ," 23,90 ",                             Fourmies (Nord-pas-de-calais) ,577.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123061-magnifique-immeuble-de-rapport.html
2,"                                 Proche Huppy, Hangar d'environ 400m2                             "," 21,82 ",                             Huppy (Picardie) ,44.000,https://www.labonnepierre.com/fr/entrep%C3%B4t/nord-ouest/100156-proche-huppy-hangar-d-environ-400m2.html
3,"                                 IMMEUBLE rue calme, proximité du centre v...                             "," 19,73 ",                             DENAIN (Nord-pas-de-calais) ,36.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/115284-immeuble-rue-calme-proximite-du-centre-ville.html
4,                                 Immeuble de rapport de 3 logements                             ," 19,38 ",                             DENAIN (Nord-pas-de-calais) ,96.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/98060-immeuble-de-rapport-de-3-logements.html
5,                                 Immeuble de rapport                             ," 19,14 ",                             narbonne (Languedoc-roussillon) ,209.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122614-immeuble-de-rapport.html
6,                                 Ensemble immobilier excellent  rapport lo...                             ," 18,62 ",                             rambervillers (Lorraine) ,290.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/101191-ensemble-immobilier-excellent-rapport-locatif.html
7,                                 Entre Mirail Université et Basso                             ," 18,25 ",                             toulouse (Midi-pyrenees) ,48.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121931-entre-mirail-universite-et-basso.html
8,                                 Immeuble de rapport situé en plein centre...                             ," 16,77 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,172.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/95807-immeuble-de-rapport-situe-en-plein-centre-ville.html
9,"                                 Centre, proximité tous commerces, tram, immeuble...                             "," 16,36 ",                             DENAIN (Nord-pas-de-calais) ,253.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/98148-centre-proximite-tous-commerces-tram-immeuble-de-rapport.html
10,                                 Lot de 2 maisons                             ," 15,55 ",                             Bitry (Bourgogne) ,60.200,https://www.labonnepierre.com/fr/maison/nord-ouest/117959-lot-de-2-maisons.html
11,                                 ENSEMBLE DE 10 GARAGES                             ," 15,48 ",                             l aigle (Basse-normandie) ,124.000,https://www.labonnepierre.com/fr/parking---garage/nord-ouest/111450-ensemble-de-10-garages.html
12,                                 Entre Mirail Université et Basso                             ," 15,43 ",                             toulouse (Midi-pyrenees) ,28.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/122020-entre-mirail-universite-et-basso.html
13,                                 Maison semi-individuelle située dans le c...                             ," 15,27 ",                             DENAIN (Nord-pas-de-calais) ,55.000,https://www.labonnepierre.com/fr/maison/nord-ouest/114551-maison-semi-individuelle-situee-dans-le-centre.html
14,                                 IMMEUBLE EN CENTRE VILLE                             ," 15,22 ",                             Fourmies (Nord-pas-de-calais) ,74.900,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122386-immeuble-en-centre-ville.html
15,"                                 Bédarieux, immeuble de rapport                             "," 15,07 ",                             bedarieux (Languedoc-roussillon) ,137.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117823-bedarieux-immeuble-de-rapport.html
16,                                 Plateau de 100m2 en rdc à rénover                             ," 15,00 ",                             Le Havre (Haute-normandie) ,80.000,https://www.labonnepierre.com/fr/appartement/ndf/101063-plateau-de-100m2-en-rdc-a-renover.html
17,                                 Investissement à rentabilité de + de 10%                             ," 14,79 ",                             Rantigny (Picardie) ,99.000,https://www.labonnepierre.com/fr/autre/ndf/122843-investissement-a-rentabilite-de-de-10.html
18,"                                 Proche VIRY à GRIGNY, à 2 minutes                             "," 14,69 ",                             grigny (Ile-de-france) ,61.270,https://www.labonnepierre.com/fr/appartement/nord-ouest/121956-proche-viry-a-grigny-a-2-minutes.html
19,"                                 CUERS CENTRE, appartement T1                             "," 14,67 ",                             cuers (Provence-alpes-cote d'azur) ,45.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117766-cuers-centre-appartement-t1.html
20,"                                 À Saint-julien-du-sault, petit immeuble                             "," 14,47 ",                             st julien du sault (Bourgogne) ,85.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122347-a-saint-julien-du-sault-petit-immeuble.html
21,                                 Immeubles de rapport                             ," 14,40 ",                             Carignan (Champagne-ardenne) ,750.000,https://www.labonnepierre.com/fr/immeuble/ndf/120233-immeubles-de-rapport.html
22,                                 Immeuble commercial VERVINS Immeuble                             ," 14,21 ",                             Vervins (Picardie) ,95.400,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122151-immeuble-commercial-vervins-immeuble.html
23,"                                 PARIGNY, en campagne, corps de ferme                             "," 14,13 ",                             Parigny (Rhone-alpes) ,117.700,https://www.labonnepierre.com/fr/maison/nord-ouest/118435-parigny-en-campagne-corps-de-ferme.html
24,                                 Immeuble MIXTE                             ," 14,12 ",                             varangeville (Lorraine) ,210.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103567-immeuble-mixte.html
25,                                 Opportunité d'investissement locatif                             ," 14,03 ",                             Longueville (Nord-pas-de-calais) ,18.734,https://www.labonnepierre.com/fr/terrain/nord-ouest/120228-opportunite-d-investissement-locatif.html
26,                                 Appartement dans immeuble récent                             ," 14,01 ",                             Bray-Dunes (Nord-pas-de-calais) ,145.600,https://www.labonnepierre.com/fr/appartement/nord-ouest/119522-appartement-dans-immeuble-recent.html
27,                                 Immeuble de rapport                             ," 13,99 ",                             DOUAI (Nord-pas-de-calais) ,550.000,https://www.labonnepierre.com/fr/immeuble/ndf/102619-immeuble-de-rapport.html
28,                                 3 appartements dans un immeuble en très bon...                             ," 13,89 ",                             Avène (Languedoc-roussillon) ,108.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121682-3-appartements-dans-un-immeuble-en-tres-bon-etat.html
29,                                 Immeuble de rapport avec travaux 3                             ," 13,85 ",                             Calais (Nord-pas-de-calais) ,78.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/123075-immeuble-de-rapport-avec-travaux-3.html
30,                                 Immeuble composé de cinq appartements                             ," 13,64 ",                             Aubin (Midi-pyrenees) ,150.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121691-immeuble-compose-de-cinq-appartements.html
31,                                 Immeuble composé de cinq appartements avec...                             ," 13,64 ",                             Aubin (Midi-pyrenees) ,150.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123037-immeuble-compose-de-cinq-appartements-avec-deux-garages.html
32,                                 Immeuble de rapport à Sallaumines                             ," 13,54 ",                             Sallaumines (Nord-pas-de-calais) ,210.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/113556-immeuble-de-rapport-a-sallaumines.html
33,                                 Grand appartement en centre ville                             ," 13,53 ",                             Le Vigan (Languedoc-roussillon) ,40.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/87064-grand-appartement-en-centre-ville.html
34,                                 Immeuble de rapport                             ," 13,46 ",                             Calais (Nord-pas-de-calais) ,178.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/99628-immeuble-de-rapport.html
35,                                 En exclusivité dans le secteur du Canet T...                             ," 13,43 ",                             Marseille 14eme arrondissement (Provence-alpes-cote d'azur) ,67.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/79023-en-exclusivite-dans-le-secteur-du-canet-t3.html
36,                                 Immeuble D'habitation                             ," 13,37 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,140.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/84661-immeuble-d-habitation.html
37,                                 Maison sur 4 ares de terrain                             ," 13,33 ",                             dasle (Franche-comte) ,108.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122645-maison-sur-4-ares-de-terrain.html
38,"                                 AMELIE LES BAINS~~Centre ville,                             "," 13,33 ",                             amelie les bains palalda (Languedoc-roussillon) ,22.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/121256-amelie-les-bains-centre-ville.html
39,                                 Immeuble en centre ville                             ," 13,28 ",                             autignac (Languedoc-roussillon) ,128.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117704-immeuble-en-centre-ville.html
40,                                 6 STUDIOS MEUBLES + 1 APT F3 AVEC TERRASS...                             ," 13,21 ",                             belfort (Franche-comte) ,199.900,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111559-6-studios-meubles-1-apt-f3-avec-terrasse.html
41,                                 Immeuble de rapport                             ," 13,19 ",                             Saint-Omer (Nord-pas-de-calais) ,136.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/120884-immeuble-de-rapport.html
42,                                 Immeuble de rapport                             ," 13,14 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,200.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/98994-immeuble-de-rapport.html
43,                                 Hyper centre IMMEUBLE                             ," 13,05 ",                             LE QUESNOY (Nord-pas-de-calais) ,365.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/104073-hyper-centre-immeuble.html
44,                                 Ensemble Immobilier                             ," 13,03 ",                             Calais (Nord-pas-de-calais) ,70.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123404-ensemble-immobilier.html
45,                                 Lille belle opportunité rentabilité 10%                             ," 13,00 ",                             LILLE (Nord-pas-de-calais) ,286.200,https://www.labonnepierre.com/fr/immeuble/ndf/120816-lille-belle-opportunite-rentabilite-10.html
46,                                 Immeuble de rapport + defiscalisation                             ," 12,93 ",                             Sallaumines (Nord-pas-de-calais) ,220.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/79107-immeuble-de-rapport-defiscalisation.html
47,"                                 HIRSON, immeuble 2 appartements                             "," 12,92 ",                             Hirson (Picardie) ,68.900,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122201-hirson-immeuble-2-appartements.html
48,                                 Immeuble                             ," 12,90 ",                             Calais (Nord-pas-de-calais) ,289.999,https://www.labonnepierre.com/fr/immeuble/nord-ouest/120311-immeuble.html
49,                                 Immeuble local commercial + habitation                             ," 12,88 ",                             RAISMES (Nord-pas-de-calais) ,177.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/96801-immeuble-local-commercial-habitation.html
50,                                 Lot d'appartements à Etréaupont                             ," 12,86 ",                             Étréaupont (Picardie) ,168.000,https://www.labonnepierre.com/fr/maison/nord-ouest/122073-lot-d-appartements-a-etreaupont.html
51,                                 Firminy 42700 immeuble à vendre.                             ," 12,81 ",                             FIRMINY (Rhone-alpes) ,179.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117729-firminy-42700-immeuble-a-vendre.html
52,                                 Situé à proximité des commerces                             ," 12,80 ",                             cambrai (Nord-pas-de-calais) ,336.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122772-situe-a-proximite-des-commerces.html
53,                                 Ensemble immobilier                             ," 12,80 ",                             charleville mezieres (Champagne-ardenne) ,164.300,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117034-ensemble-immobilier.html
54,                                 Immeuble idéalement situé                             ," 12,71 ",                             Calais (Nord-pas-de-calais) ,135.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/102876-immeuble-idealement-situe.html
55,                                 Immeuble de rapport rénové                             ," 12,66 ",                             blamont (Lorraine) ,128.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111895-immeuble-de-rapport-renove.html
56,"                                 Avec toutes les commodités à pieds, joli...                             "," 12,65 ",                             Aire-sur-l'Adour (Aquitaine) ,29.400,https://www.labonnepierre.com/fr/appartement/nord-ouest/80926-avec-toutes-les-commodites-a-pieds-joli-t1.html
57,"                                 Spécial investisseur, appartement T1BIS                             "," 12,63 ",                             Vesoul (Franche-comte) ,38.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/120795-special-investisseur-appartement-t1bis.html
58,                                 Immeuble de rapport                             ," 12,61 ",                             Calais (Nord-pas-de-calais) ,190.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/87580-immeuble-de-rapport.html
59,                                 Appartement F5 loué                             ," 12,60 ",                             CORNIMONT (Lorraine) ,69.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/78225-appartement-f5-loue.html
60,                                 Maison mitoyenne                             ," 12,60 ",                             bogny sur meuse (Champagne-ardenne) ,40.000,https://www.labonnepierre.com/fr/maison/nord-ouest/101122-maison-mitoyenne.html
61,                                 Lot de 2 maisons mitoyennes                             ," 12,56 ",                             riberac (Aquitaine) ,86.000,https://www.labonnepierre.com/fr/maison/nord-ouest/101760-lot-de-2-maisons-mitoyennes.html
62,                                 Immeuble de rapport                             ," 12,54 ",                             Wingles (Nord-pas-de-calais) ,231.600,https://www.labonnepierre.com/fr/immeuble/nord-ouest/113163-immeuble-de-rapport.html
63,                                 Vente 2 magasins pour investisseur                             ," 12,54 ",                             FLERS (Basse-normandie) ,670.000,https://www.labonnepierre.com/fr/local-commercial/ndf/121659-vente-2-magasins-pour-investisseur.html
64,                                 Immeuble de rapport 6 lots                             ," 12,51 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,210.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117577-immeuble-de-rapport-6-lots.html
65,"                                 Dans un quartier en mutation, T3                             "," 12,49 ",                             perpignan (Languedoc-roussillon) ,49.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/119520-dans-un-quartier-en-mutation-t3.html
66,                                 T1 petit immeuble proche du centre ville                             ," 12,44 ",                             Le Vigan (Languedoc-roussillon) ,27.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/95806-t1-petit-immeuble-proche-du-centre-ville.html
67,                                 Maison 3 appartements + 1 studio                             ," 12,44 ",                             pompey (Lorraine) ,165.000,https://www.labonnepierre.com/fr/maison/ndf/119900-maison-3-appartements-1-studio.html
68,                                 Immeuble de rapport  de 3 appartements loués...                             ," 12,43 ",                             Coudekerque-Branche (Nord-pas-de-calais) ,169.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/87571-immeuble-de-rapport-de-3-appartements-loues-meubles.html
69,                                 Immeuble d'habitation                             ," 12,41 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,145.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/86887-immeuble-d-habitation.html
70,"                                 Bagnols s/Cèze, immeuble de rapport                             "," 12,30 ",                             bagnols sur ceze (Languedoc-roussillon) ,365.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121918-bagnols-s-ceze-immeuble-de-rapport.html
71,                                 Ensemble immobilier comprenant 2 petites maisons...                             ," 12,29 ",                             Châlette-sur-Loing (Centre) ,62.000,https://www.labonnepierre.com/fr/maison/nord-ouest/80289-ensemble-immobilier-comprenant-2-petites-maisons-louees.html
72,                                 Lot de 2 appartements loués                             ," 12,27 ",                             Charleville-Mézières (Champagne-ardenne) ,110.000,https://www.labonnepierre.com/fr/appartement/ndf/114214-lot-de-2-appartements-loues.html
73,                                 Proximité centre hospitalier au fond d'une...                             ," 12,27 ",                             DENAIN (Nord-pas-de-calais) ,44.000,https://www.labonnepierre.com/fr/maison/nord-ouest/114035-proximite-centre-hospitalier-au-fond-d-une-impasse-maison.html
74,                                 Studio très bonne rentatilité                             ," 12,27 ",                             Marseille (Provence-alpes-cote d'azur) ,44.000,https://www.labonnepierre.com/fr/appartement/ndf/108011-studio-tres-bonne-rentatilite.html
75,                                 Immeuble mixte                             ," 12,26 ",                             Calais (Nord-pas-de-calais) ,114.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117650-immeuble-mixte.html
76,                                 Appartement au 1er étage                             ," 12,24 ",                             pierrepont (Lorraine) ,49.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/103209-appartement-au-1er-etage.html
77,                                 IMMEUBLE AU CENTRE VILLE                             ," 12,19 ",                             WIGNEHIES (Nord-pas-de-calais) ,157.500,https://www.labonnepierre.com/fr/immeuble/ndf/109770-immeuble-au-centre-ville.html
78,                                 Immeuble mixte                             ," 12,16 ",                             Calais (Nord-pas-de-calais) ,115.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122358-immeuble-mixte.html
79,                                 Appartement T4 proche des commodités                             ," 12,09 ",                             Le Vigan (Languedoc-roussillon) ,40.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/79048-appartement-t4-proche-des-commodites.html
80,                                 nouvel immeuble à la vente                             ," 12,08 ",                             Nevers (Bourgogne) ,159.900,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122861-nouvel-immeuble-a-la-vente.html
81,                                 Immeuble de rapport en Hyper-centre                             ," 12,07 ",                             Calais (Nord-pas-de-calais) ,259.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/117743-immeuble-de-rapport-en-hyper-centre.html
82,                                 Immeuble de rapport en Hyper-centre                             ," 12,06 ",                             Calais (Nord-pas-de-calais) ,259.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/113861-immeuble-de-rapport-en-hyper-centre.html
83,                                 IMMEUBLE DE RAPPORT                             ," 12,00 ",                             Rouvray (Bourgogne) ,180.000,https://www.labonnepierre.com/fr/immeuble/ndf/120215-immeuble-de-rapport.html
84,                                 Immeuble de rapport                             ," 12,00 ",                             ST ANTONIN NOBLE VAL (Midi-pyrenees) ,170.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121359-immeuble-de-rapport.html
85,                                 Immeuble de rapport                             ," 12,00 ",                             Pont du Chateau (Auvergne) ,146.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/101804-immeuble-de-rapport.html
86,                                 IMMEUBLE DE RAPPORT                             ," 12,00 ",                             Noyelles-sous-Lens (Nord-pas-de-calais) ,120.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/77580-immeuble-de-rapport.html
87,                                 Idéal investisseur! T2                             ," 12,00 ",                             Bar-sur-Seine (Champagne-ardenne) ,45.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/121437-ideal-investisseur-t2.html
88,"                                 A Bar-sur-Seine, T2                             "," 12,00 ",                             Bar-sur-Seine (Champagne-ardenne) ,45.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117956-a-bar-sur-seine-t2.html
89,"                                 Centre Ville, Appartement T1BIS                             "," 12,00 ",                             annonay (Rhone-alpes) ,25.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/103215-centre-ville-appartement-t1bis.html
90,                                 IMMEUBLE POUR INVESTISSEMENT                             ," 11,95 ",                             Fourmies (Nord-pas-de-calais) ,95.400,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121515-immeuble-pour-investissement.html
91,                                 Immeuble de rapport                             ," 11,94 ",                             orbec (Basse-normandie) ,211.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123376-immeuble-de-rapport.html
92,                                 maison en location de type T2                             ," 11,94 ",                             Nevoy (Centre) ,40.000,https://www.labonnepierre.com/fr/maison/nord-ouest/82452-maison-en-location-de-type-t2.html
93,"                                 IMMEUBLE SUR 3 NIVEAUX,                             "," 11,91 ",                             branoux les taillades (Languedoc-roussillon) ,130.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121958-immeuble-sur-3-niveaux.html
94,"                                 A SAISIR !! Parfaitement situé, bel immeuble...                             "," 11,90 ",                             DENAIN (Nord-pas-de-calais) ,126.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/109717-a-saisir-parfaitement-situe-bel-immeuble-de-rapport.html
95,                                 MURS COMMERCIAUX 6 LOTS                             ," 11,89 ",                             ROMORANTIN LANTHENAY (Centre) ,550.000,https://www.labonnepierre.com/fr/local-commercial/ndf/118141-murs-commerciaux-6-lots.html
96,                                 Exclusivité vente appartement                             ," 11,79 ",                             Marseille 10eme arrondissement (Provence-alpes-cote d'azur) ,56.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117608-exclusivite-vente-appartement.html
97,"                                 Plein centre ville face aux halles, local...                             "," 11,79 ",                             lourdes (Midi-pyrenees) ,28.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/83862-plein-centre-ville-face-aux-halles-local-commercial.html
98,                                 immeuble de rapport comprenant 4 appartem...                             ," 11,78 ",                             Boulogne-sur-Mer (Nord-pas-de-calais) ,275.000,https://www.labonnepierre.com/fr/immeuble/ndf/122770-immeuble-de-rapport-comprenant-4-appartements.html
99,                                 Appartement meublé                             ," 11,76 ",                             CHATEAUROUX (Centre) ,102.000,https://www.labonnepierre.com/fr/appartement/ndf/98587-appartement-meuble.html
100,                                 Ensemble de 3 maisons mitoyennes 11% rent...                             ," 11,75 ",                             Anor (Nord-pas-de-calais) ,143.000,https://www.labonnepierre.com/fr/maison/ndf/123005-ensemble-de-3-maisons-mitoyennes-11-rentabilite.html
101,                                 Appartement 4 pièces Emplacement central                             ," 11,74 ",                             Mulhouse (Alsace) ,46.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/99626-appartement-4-pieces-emplacement-central.html
102,                                 Immeuble - 137 m²                             ," 11,69 ",                             Boulogne-sur-Mer (Nord-pas-de-calais) ,195.000,https://www.labonnepierre.com/fr/immeuble/ndf/122769-immeuble-137-m.html
103,                                 Immeuble de rapport                             ," 11,66 ",                             Lens (Nord-pas-de-calais) ,250.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/111751-immeuble-de-rapport.html
104,"                                 Immeuble d'habitation, garages                             "," 11,66 ",                             Désertines (Auvergne) ,176.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97133-immeuble-d-habitation-garages.html
105,                                 Immeuble de rapport vendu partiellement l...                             ," 11,65 ",                             Montbouy (Centre) ,139.100,https://www.labonnepierre.com/fr/immeuble/nord-ouest/82522-immeuble-de-rapport-vendu-partiellement-loue.html
106,                                 immeuble locatif en très bon état                             ," 11,64 ",                             Dampierre-sur-Salon (Franche-comte) ,100.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97100-immeuble-locatif-en-tres-bon-etat.html
107,"                                 En plein centre ville, immeuble                             "," 11,64 ",                             st amand montrond (Centre) ,209.800,https://www.labonnepierre.com/fr/immeuble/nord-ouest/115909-en-plein-centre-ville-immeuble.html
108,                                 Immeuble de rapport dans bourg tous comme...                             ," 11,64 ",                             Molliens-Dreuil (Picardie) ,149.500,https://www.labonnepierre.com/fr/immeuble/nord-ouest/109857-immeuble-de-rapport-dans-bourg-tous-commerces.html
109,                                 Immeuble de rapport sur Calais                             ," 11,59 ",                             Calais (Nord-pas-de-calais) ,265.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122903-immeuble-de-rapport-sur-calais.html
110,                                 Ensemble immobilier de 3 maisons Type T2                             ," 11,58 ",                             Rœulx (Nord-pas-de-calais) ,129.500,https://www.labonnepierre.com/fr/maison/nord-ouest/120323-ensemble-immobilier-de-3-maisons-type-t2.html
111,                                 Idéal investisseur Immeuble                             ," 11,58 ",                             Vervins (Picardie) ,84.800,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122174-ideal-investisseur-immeuble.html
112,"                                 Proche du centre ville, immeuble                             "," 11,55 ",                             st amand montrond (Centre) ,110.145,https://www.labonnepierre.com/fr/immeuble/nord-ouest/115906-proche-du-centre-ville-immeuble.html
113,                                 Très bel immeuble                             ," 11,55 ",                             besseges (Languedoc-roussillon) ,265.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121912-tres-bel-immeuble.html
114,"                                 ENSEMBLE IMMOBILIER DANS L'EST PROCHE 11,...                             "," 11,53 ",                             Forbach (Lorraine) ,1.415.040,https://www.labonnepierre.com/fr/immeuble/ndf/99343-ensemble-immobilier-dans-l-est-proche-11-53.html
115,                                 ensemble de 4 maisons de ville mitoyennes                             ," 11,52 ",                             bruay la buissiere (Nord-pas-de-calais) ,325.000,https://www.labonnepierre.com/fr/maison/nord-ouest/121991-ensemble-de-4-maisons-de-ville-mitoyennes.html
116,                                 Spécial investisseur                             ," 11,49 ",                             Romilly-sur-Seine (Champagne-ardenne) ,47.000,https://www.labonnepierre.com/fr/appartement/nord-ouest/117954-special-investisseur.html
117,                                 immeuble de rapport mitoyen                             ," 11,45 ",                             mulhouse (Alsace) ,268.800,https://www.labonnepierre.com/fr/immeuble/nord-ouest/103886-immeuble-de-rapport-mitoyen.html
118,                                 Immeuble mixte                             ," 11,44 ",                             Calais (Nord-pas-de-calais) ,170.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/123034-immeuble-mixte.html
119,                                 HIRSON Bel ensemble immobilier                             ," 11,43 ",                             Saint-Michel (Picardie) ,155.400,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122071-hirson-bel-ensemble-immobilier.html
120,                                 Idéal investisseur - Proche HIRSON                             ," 11,43 ",                             Ohis (Picardie) ,126.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/122146-ideal-investisseur-proche-hirson.html
121,"                                 En plein centre de Chatillon, , maison de...                             "," 11,43 ",                             Chatillon sur Seine (Bourgogne) ,63.000,https://www.labonnepierre.com/fr/maison/nord-ouest/101187-en-plein-centre-de-chatillon-maison-de-rapport.html
122,"                                 Murs commerciaux,                             "," 11,43 ",                             beziers (Languedoc-roussillon) ,42.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/118162-murs-commerciaux.html
123,                                 Immeuble d'habitation                             ," 11,42 ",                             Hénin-Beaumont (Nord-pas-de-calais) ,145.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/99356-immeuble-d-habitation.html
124,                                 Immeuble de rapport au coeur de Colombier...                             ," 11,42 ",                             Colombier-Fontaine (Franche-comte) ,185.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97081-immeuble-de-rapport-au-coeur-de-colombier-fontaine.html
125,                                 AMELIE LES BAINS/PALALDA~~Immeuble                             ," 11,40 ",                             amelie les bains palalda (Languedoc-roussillon) ,129.600,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121252-amelie-les-bains-palalda-immeuble.html
126,                                 Immeuble de rapport                             ," 11,37 ",                             luneville (Lorraine) ,95.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/116171-immeuble-de-rapport.html
127,"                                 Lot de 3 appartements à vendre, un vide                             "," 11,37 ",                             Montluçon (Auvergne) ,85.500,https://www.labonnepierre.com/fr/appartement/nord-ouest/100537-lot-de-3-appartements-a-vendre-un-vide.html
128,                                 Murs commerciaux en centre ville                             ," 11,37 ",                             balaruc les bains (Languedoc-roussillon) ,76.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/117795-murs-commerciaux-en-centre-ville.html
129,"                                 Sur axe passant, Murs commerciaux                             "," 11,37 ",                             lourdes (Midi-pyrenees) ,76.000,https://www.labonnepierre.com/fr/local-commercial/nord-ouest/112210-sur-axe-passant-murs-commerciaux.html
130,                                 Ensemble Immmobilier                             ," 11,37 ",                             Blainville-sur-l'Eau (Lorraine) ,262.650,https://www.labonnepierre.com/fr/immeuble/nord-ouest/109323-ensemble-immmobilier.html
131,"                                 Proche toute commodités,                             "," 11,32 ",                             Gray (Franche-comte) ,106.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/121749-proche-toute-commodites.html
132,"                                 Immeuble, studios loués +local commercial...                             "," 11,31 ",                             Marseille 3eme arrondissement (Provence-alpes-cote d'azur) ,269.600,https://www.labonnepierre.com/fr/immeuble/nord-ouest/97110-immeuble-studios-loues-local-commercial-vide.html
133,                                 Bel immeuble de 1907 de style Art nouveau                             ," 11,30 ",                             Saint-Claude (Franche-comte) ,379.000,https://www.labonnepierre.com/fr/immeuble/nord-ouest/118961-bel-immeuble-de-1907-de-style-art-nouveau.html
